id,name,transliterated_name,viaf_id,wikidata_id
9530,Герасим Архипов,Herasim  Arkhipov,,
9531,Михаил Драгунов,Mikhail  Dragunov,,
9532,Ярослав Пулинович,I͡Aroslav  Pulinovich,,
9533,Алексей Забегин,Alekseĭ  Zabegin,,
9534,Филипп Дьячков,Filipp  Dʹi͡achkov,,
9535,Алексей Митин,Alekseĭ  Mitin,,Q15072587
9537,Полина Дьячкова,Polina  Dʹi͡achkova,,
9538,Наташа Боренко,Natasha  Borenko,,
9539,Ирина Тарханова,Irina  Tarkhanova,7164418,
9540,Сергей Синяк,Sergeĭ  Sini͡ak,,
9541,Светлана Печеных,Svetlana  Pechenykh,,
9542,Ян Нева,I͡An  Neva,,
9544,Инна Шолпо,Inna  Sholpo,305281463,
9545,Любовь Егорова,Li͡ubovʹ  Egorova,29124888,Q239998
9546,Евдокия Марченко,Evdokii͡a  Marchenko,,
9548,Ольга Мальцева,Olʹga  Malʹt͡seva,26955035,Q21105398
9549,Роман Мальцев,Roman  Malʹt͡sev,'109149294321480515584',
9550,Анна Страутман,Anna  Strautman,,
9558,Евгений Сулес,Evgeniĭ  Sules,,
9559,Сергей Власов,Sergeĭ  Vlasov,'1704159699925403435008',Q4113500
9560,Леонид Костюков,Leonid  Kosti͡ukov,68553986,Q4235667
9561,Ольга Петрова,Olʹga  Petrova,44187872,
9562,И Шприц,I  Shprit͡s,56298075,
9563,Ю Алесин,I͡U  Alesin,,
9564,Андрей Корионов,Andreĭ  Korionov,,
9565,Марина Гайворонский,Marina  Haĭvoronskiĭ,,
9566,Андрей Панин,Andreĭ  Panin,51407132,Q2375210
9567,Валентин Данилов,Valentin  Danilov,,Q4154647
9569,Анна Савенкова,Anna  Savenkova,,
9570,Александр Артемов,Aleksandr  Artemov,47478162,
9571,Виктория Евтюхина,Viktorii͡a  Evti͡ukhina,,
9572,Татьяна Голюнова,Tatʹi͡ana  Holi͡unova,,
9573,Дарья Данилова,Darʹi͡a  Danilova,'60159939470125252608',Q67171008
9574,Анастасия Арутюнян,Anastasii͡a  Aruti͡uni͡an,,
9575,Наталья Шапошникова,Natalʹi͡a  Shaposhnikova,44261231,Q962934
9576,Александр Маковский,Aleksandr  Makovskiĭ,60471194,
9577,Владимир Антипов,Vladimir  Antipov,165578195,Q1400474
9578,Ольга Стрижак,Olʹga  Strizhak,,
9579,Асия Ишкинина,Asii͡a  Ishkinina,,
9580,Т В Акулова-Конецкая,T V Akulova-Konet͡skai͡a,306395344,
9581,Серафим Коротников,Serafim  Korotnikov,,
9582,Маша Грин,Masha  Hrin,,
9583,Николай Рязанов,Nikolaĭ  Ri͡azanov,,
9584,Анна Александрова,Anna  Aleksandrova,313297087,
9585,Регина Гусь,Regina  Husʹ,,
9586,Мирайя Эдемс,Miraĭi͡a  Ėdems,,
9587,Людмила Дмитриева,Li͡udmila  Dmitrieva,'1065171795244712329216',Q4162794
9589,Р Баранцев,R  Barant͡sev,161656403,
9590,Лариса Докторова,Larisa  Doktorova,273261088,
9592,Константин Пантелеев,Konstantin  Panteleev,,
9593,Андрей Савватеев,Andreĭ  Savvateev,,
9594,Иосиф Хармач,Iosif  Kharmach,,
9596,Катерина Андреева,Katerina  Andreeva,'5178161634382611218432',Q105319230
9597,Юлия Шумкина,I͡Ulii͡a  Shumkina,,
9598,Мария Столповских,Marii͡a  Stolpovskikh,,
9599,Ульяна Марковская,Ulʹi͡ana  Markovskai͡a,,
9600,Татьяна Ведерникова,Tatʹi͡ana  Vedernikova,,
9601,Соня Минаева,Soni͡a  Minaeva,,
9602,Виктор Ульяненко,Viktor  Ulʹi͡anenko,14525635,
9603,Владимир Ковалевский,Vladimir  Kovalevskiĭ,97114492,
9604,Андрей Прут,Andreĭ  Prut,,
9605,Денис Широков,Denis  Shirokov,,
9606,Виктория Гиндзбург,Viktorii͡a  Hindzburg,,
9607,Александр Павленко,Aleksandr  Pavlenko,274902682,Q2530580
9609,Дарья Петухова,Darʹi͡a  Petukhova,,
9612,Мария Момзикова,Marii͡a  Momzikova,,
9613,Иван Лапшин,Ivan  Lapshin,55149056,
9614,Евгения Пятко,Evgenii͡a  Pi͡atko,,
9615,Ирина Луцюк,Irina  Lut͡si͡uk,,
9617,Екатерина Шкляева,Ekaterina  Shkli͡aeva,,
9618,Мария Миронова,Marii͡a  Mironova,'224144782715713519616',Q1835069
9619,Владимир Лосев,Vladimir  Losev,21618470,
9620,Руслан По,Ruslan  Po,,
9621,Мария Шилина,Marii͡a  Shilina,,
9622,Сергей Клейн,Sergeĭ  Kleĭn,,
9623,Алена Осадчий,Alena  Osadchiĭ,,
9624,Жорж Головин,Zhorzh  Holovin,,
9630,Алексей Плуцер,Alekseĭ  Plut͡ser,119345916,Q4365883
9632,Леонид Алимов,Leonid  Alimov,,Q16389817
9633,Андрiй Жолдак,Andrīĭ  Zholdak,,
9634,Василий Голубев,Vasiliĭ  Holubev,29019841,Q4142298
9635,Борис Смолкин,Boris  Smolkin,4079230,Q56753147
9636,Александр Мареев,Aleksandr  Mareev,,
9637,Арина Лыкова,Arina  Lykova,,
9640,Владимир Алейников,Vladimir  Aleĭnikov,211847864,Q4060795
9641,Ксения Маркова,Ksenii͡a  Markova,,
9643,Марина Толчельникова,Marina  Tolchelʹnikova,,
9644,Людмила Новикова,Li͡udmila  Novikova,61233438,Q97006797
9649,Андрей Чужакин,Andreĭ  Chuzhakin,,
9655,Карина Караева,Karina  Karaeva,187045190,
9656,Александр Копировский,Aleksandr  Kopirovskiĭ,'1728148037696488472576',Q4232334
9658,Рустем Имамиев,Rustem  Imamiev,,
9659,Елена Галлот,Elena  Hallot,,
9660,Александр Генкин,Aleksandr  Henkin,17142012,
9661,Виктор Кокосов,Viktor  Kokosov,29324592,Q4227389
9663,Джулиано Ди,Dzhuliano  Di,,Q4160977
9665,Максим Исаев,Maksim  Isaev,21788574,
9670,Олег Нестеров,Oleg  Nesterov,68763268,Q4317793
9672,А Кондратова,A  Kondratova,103526996,
9673,Игорь Клекотнев,Igorʹ  Klekotnev,,
9674,Анна Ханна,Anna  Khanna,'2786165930964568506368',
9675,Анна Клейменова,Anna  Kleĭmenova,,
9676,Ядвига Мательская,I͡Adviga  Matelʹskai͡a,,
9677,Светлана Полянская,Svetlana  Poli͡anskai͡a,,
9680,Гектор Атлантиди,Hektor  Atlantidi,,
9686,Тарас Витковский,Taras  Vitkovskiĭ,,
9687,Анна Гречко,Anna  Hrechko,,
9688,Василид ,Vasilid  ,'72146094279500333056',
9689,Андрей Кручинин,Andreĭ  Kruchinin,,Q434035
9690,Наталия Сорокина,Natalii͡a  Sorokina,,Q54859467
9691,Елена Кацюба,Elena  Kat͡si͡uba,70981512,Q4217867
9692,Михаил Бабкин,Mikhail  Babkin,78203721,Q4074457
9693,Андрей Саломатов,Andreĭ  Salomatov,36626384,Q4405963
9694,Юлия Черняховская,I͡Ulii͡a  Cherni͡akhovskai͡a,316767289,
9695,Валерий Гаевский,Valeriĭ  Haevskiĭ,,Q4131616
9697,Полина Липкина,Polina  Lipkina,,
9698,Михаил Лосев,Mikhail  Losev,19068341,
9699,Олег Шпиль,Oleg  Shpilʹ,,
9700,Надежда Костромина,Nadezhda  Kostromina,310615622,
9701,Анна Сургур,Anna  Surgur,,
9702,Василий Манченко,Vasiliĭ  Manchenko,,
9704,Алексей Чижик,Alekseĭ  Chizhik,,Q20982528
9705,Польга Шпакович,Polʹga  Shpakovich,,
9713,Анна Горегина,Anna  Horegina,,
9715,Диана Оганезова,Diana  Oganezova,,
9716,Владимир Хотиненко,Vladimir  Khotinenko,76039675,Q2629207
9717,Лидия Эзрохи,Lidii͡a  Ėzrokhi,76282809,
9719,Зоя Десятова,Zoi͡a  Desi͡atova,305045651,
9720,Дмитрий Запольский,Dmitriĭ  Zapolʹskiĭ,,
9722,Борис Драгилев,Boris  Dragilev,51607585,
9727,Ольга Гренец,Olʹga  Hrenet͡s,170977569,
9728,Николай Соколов,Nikolaĭ  Sokolov,297020539,
9729,Паскаль Крамер,Paskalʹ  Kramer,79051215,Q644068
9730,Елена Курмеле,Elena  Kurmele,,
9731,Ольга Баженова,Olʹga  Bazhenova,58530757,Q28496184
9732,Никита Шмитько,Nikita  Shmitʹko,,
9733,Павел Овсянников,Pavel  Ovsi͡annikov,'484154381058230321152',Q60825576
9735,Александр Фильмов,Aleksandr  Filʹmov,,
9736,Луиза Шестовская,Luiza  Shestovskai͡a,,
9738,Алина Орестова,Alina  Orestova,,
9739,Татьяна Вирява,Tatʹi͡ana  Viri͡ava,,
9740,Валентин Кириченко,Valentin  Kirichenko,,
9741,Дарья Костина,Darʹi͡a  Kostina,,
9742,Евгений Малахин,Evgeniĭ  Malakhin,,
9744,Евгений Арбенев,Evgeniĭ  Arbenev,,
9745,Тамара Галеева,Tamara  Haleeva,51843198,
9746,Валерий Дьяченко,Valeriĭ  Dʹi͡achenko,'494154257838824161280',
9751,Вера Гайдар,Vera  Haĭdar,,
9752,Георгий Ковенчук,Heorgiĭ  Kovenchuk,38429653,Q19967965
9753,Юлиана Фрумкина,I͡Uliana  Frumkina,,
9754,Амалия Мокрушина,Amalii͡a  Mokrushina,,
9755,Андрей Неклюдов,Andreĭ  Nekli͡udov,31951690,
9756,Тимофей Антонов,Timofeĭ  Antonov,,
9757,Дмитрий Кузницын,Dmitriĭ  Kuznit͡syn,,
9758,Джон Деев,Dzhon  Deev,,
9759,Миша Калинин,Misha  Kalinin,,
9761,Тереза Славович,Tereza  Slavovich,,
9762,Николай Музалева,Nikolaĭ  Muzaleva,,
9763,Сергей Сергеев,Sergeĭ  Sergeev,'110159032693401174016',
9764,Алена Казбекова,Alena  Kazbekova,,
9765,Евгений Зайд,Evgeniĭ  Zaĭd,,
9767,Наталья Моисеева,Natalʹi͡a  Moiseeva,11926355,
9768,Ольга Петровская,Olʹga  Petrovskai͡a,'206160307237457756160',
9769,Эльдар Ибрагимов,Ėlʹdar  Ibragimov,,Q12839020
9770,Лейсан Назмутдинова,Leĭsan  Nazmutdinova,,
9773,Аполлинария Батюшкина,Apollinarii͡a  Bati͡ushkina,,
9774,Елена Миронова,Elena  Mironova,31712428,Q349391
9775,Наталия Лифанова,Natalii͡a  Lifanova,,
9776,Инна Мещерякова,Inna  Meshcheri͡akova,,
9778,Тамара Александровна Аль,Tamara Aleksandrovna Alʹ,,
9779,Олег Орлов,Oleg  Orlov,'1083162669558355460096',Q4336698
9780,Олег Даниилович Аль,Oleg Daniilovich Alʹ,,
9781,Елена Хомская,Elena  Khomskai͡a,,
9783,Леонид Леонидов,Leonid  Leonidov,30414448,
9784,Даниил Каминкер,Daniil  Kaminker,,
9785,Владимир Марков,Vladimir  Markov,9738387,Q100954260
9786,Фёдор Крушельницкий,Fёdor  Krushelʹnit͡skiĭ,,
9787,Виктор Сиваков,Viktor  Sivakov,,
9788,Иван Сотников,Ivan  Sotnikov,70993881,
9790,Владимир Орлов,Vladimir  Orlov,311005550,Q4336647
9791,Ирина Анастасина,Irina  Anastasina,,
9792,Леонид Зволинский,Leonid  Zvolinskiĭ,,
9793,Борис Рысин,Boris  Rysin,,
9794,Филипп Буин,Filipp  Buin,,
9796,Леонид Именных,Leonid  Imennykh,,
9797,Артур Зобнин,Artur  Zobnin,'361148704128936902656',
9798,Алексей Говоров,Alekseĭ  Hovorov,,
9799,Эльмир Низамов,Ėlʹmir  Nizamov,'23154135701415079936',Q20587896
9800,Екатерина Красько,Ekaterina  Krasʹko,,
9801,Пётр Гайдук,Pёtr  Haĭduk,,
9802,Ярослав Судзиловский,I͡Aroslav  Sudzilovskiĭ,,Q4445424
9804,Александр Захаренко,Aleksandr  Zakharenko,303816570,Q12106094
9805,Даниил Власов,Daniil  Vlasov,,
9806,Иван Демидов,Ivan  Demidov,'109151776734918017024',Q4157483
9807,Сергей Потемкин,Sergeĭ  Potemkin,,
9808,Андрей Аршавин,Andreĭ  Arshavin,80795889,Q47230
9809,Глеб Грозовский,Hleb  Hrozovskiĭ,,
9811,Лариса Погосьян,Larisa  Pogosʹi͡an,,
9812,Юлия Сергачева,I͡Ulii͡a  Sergacheva,,
9813,Елена Назарова,Elena  Nazarova,306106962,
9815,Янис Чамалиди,I͡Anis  Chamalidi,,Q109493921
9816,Лариса Скобкина,Larisa  Skobkina,163486343,Q4422003
9817,Алена Бакушина,Alena  Bakushina,,
9818,Евгения Нагайцева,Evgenii͡a  Nagaĭt͡seva,,
9819,Татьяна Козлицкая,Tatʹi͡ana  Kozlit͡skai͡a,,
9820,Лерик Альфа,Lerik  Alʹfa,,
9823,Никита Зезуль,Nikita  Zezulʹ,,
9824,Ника Сура,Nika  Sura,,
9825,Елена Малеева,Elena  Maleeva,'29160362750363500544',
9829,Василий Рысенков,Vasiliĭ  Rysenkov,,
9830,Алиса Кочелаева,Alisa  Kochelaeva,,
9831,Андрей Орлов,Andreĭ  Orlov,47073657,
9832,Ярослав Иванов,I͡Aroslav  Ivanov,,Q85681777
9833,Дмитрий Фетисов,Dmitriĭ  Fetisov,,
9834,Алена Аленкова,Alena  Alenkova,,
9836,Роса Ликсом,Liks  Rosa,73881633,Q260414
9837,Софья Дымшиц,Sofʹi͡a  Dymshit͡s,96571036,
9838,Филипп Кондратенко,Filipp  Kondratenko,293736046,Q16665295
9839,Юлия Котельникова,I͡Ulii͡a  Kotelʹnikova,,
9840,Ольга Шлегель,Olʹga  Shlegelʹ,,
9841,Евгений Ряховский,Evgeniĭ  Ri͡akhovskiĭ,,
9842,Ника ,Nika  ,'122148207818700341248',
9843, Маэстро,  Maėstro,78781002,
9844,Джейн ,Dzheĭn  ,,
9845,Мария Зайцева,Marii͡a  Zaĭt͡seva,,Q109469278
9846,Ксения Акиншина,Ksenii͡a  Akinshina,,
9847,Анна Губанова,Anna  Hubanova,51036156,
9848,Ольга Гмызина,Olʹga  Hmyzina,,
9849,Влад Горелов,Vlad  Horelov,,
9850,Рита Гомбрович,Rita  Hombrovich,,
9852,Алексей Миронов,Alekseĭ  Mironov,'95144648468703330304',Q4296037
9853,Борис Тулинцев,Boris  Tulint͡sev,238174476,
9854,Валерий Семеновский,Valeriĭ  Semenovskiĭ,24004235,Q4415971
9855,Серёжа ,Serёzha  ,38912722,
9858,Вильгельм Генацино,Vilʹgelʹm  Henat͡sino,118371234,Q66248
9859,Н А Слепухина,N A Slepukhina,'61153124349624492032',
9860,В М Акимов,V M Akimov,5082472,
9861,Ю Слепухин,I͡U  Slepukhin,14152492,
9862,Владимир Соболь,Vladimir  Sobolʹ,29218405,
9863,Ольга Пуссинен,Olʹga  Pussinen,'10157159970878791680',
9864,Нина Русских,Nina  Russkikh,19321364,
9865,Михаил Брусаков,Mikhail  Brusakov,,
9866,Никита Голуб,Nikita  Holub,,
9867,Олег Владимирцев,Oleg  Vladimirt͡sev,,
9868,Максим Ляхта,Maksim  Li͡akhta,,
9869,Елена Меркулова,Elena  Merkulova,,Q39083011
9870,Менелай Леворук,Menelaĭ  Levoruk,,
9871,Елена Ширимова,Elena  Shirimova,,
9873,Олег Кушманов,Oleg  Kushmanov,,
9876,Анна Попович,Anna  Popovich,,
9877,Томас Решке,Tomas  Reshke,,
9878,Ганна-Мария Браунгардт,Hanna-Marii͡a  Braungardt,,
9879,Игорь Степин,Igorʹ  Stepin,47568866,
9880,Светлана Мартынчик,Svetlana  Martynchik,290963969,Q4282888
9881,Ольга Аникеева,Olʹga  Anikeeva,,
9882,Саша Кирьян,Sasha  Kirʹi͡an,,
9883,Валерия ,Valerii͡a  ,'15162420709332252672',Q468621
9884,Светлана Ветрова,Svetlana  Vetrova,'7184160486159005253632',Q15064970
9885,Юрий Ельский,I͡Uriĭ  Elʹskiĭ,,
9886,Игорь Улогов,Igorʹ  Ulogov,,
9888,Сергей Огурцов,Sergeĭ  Ogurt͡sov,280161062,Q4257946
9889,Станислав Слуцкер,Stanislav  Slut͡sker,71319103,
9891,Костя Сперанский,Kosti͡a  Speranskiĭ,,
9897,Флориан Мальзахер,Florian  Malʹzakher,,
9898,Андрей Краско,Andreĭ  Krasko,71715577,Q1967403
9902,Анастасия Таратынова,Anastasii͡a  Taratynova,,
9903,Мария Грация,Marii͡a  Hrat͡sii͡a,29226627,Q234775
9904,Томмазо Оттоньери,Tommazo  Ottonʹeri,,
9905,Эдоардо Альбинати,Ėdoardo  Alʹbinati,73882640,
9906,Аннелиза Аллева,Anneliza  Alleva,,
9907,Карло Бордини,Karlo  Bordini,,
9908,Евгений Резниченко,Evgeniĭ  Reznichenko,,
9909,Юлия Созина,I͡Ulii͡a  Sozina,,
9910,Екатерина Гениева,Ekaterina  Henieva,44637155,Q4135416
9911,Юрий Фридштейн,I͡Uriĭ  Fridshteĭn,86551363,Q4492784
9912,Векослав Прегл,Vekoslav  Pregl,,
9913,Майя Рыжова,Maĭi͡a  Ryzhova,,
9914,Юлия Белецкая,I͡Ulii͡a  Belet͡skai͡a,,
9915,Полона Главан,Polona  Hlavan,21808927,
9916,Марианна Бершадская,Marianna  Bershadskai͡a,,
9917,Иван Храмовник,Ivan  Khramovnik,78731386,
9918,Екатерина Евграшкина,Ekaterina  Evgrashkina,'12156218183604740096',
9919,Владимир Бойков,Vladimir  Boĭkov,113806002,
9920,Ефим Беренштейн,Efim  Berenshteĭn,,Q120279940
9921,Сергей Жарков,Sergeĭ  Zharkov,,
9923,Любовь Глотова,Li͡ubovʹ  Hlotova,,
9924,Татьяна Зима,Tatʹi͡ana  Zima,,
9925,Ольга Смагина,Olʹga  Smagina,4748903,
9927,Вера Зубарева,Vera  Zubareva,79160914,
9928,Юрий Годованец,I͡Uriĭ  Hodovanet͡s,,
9929,Марлена Мош,Marlena  Mosh,'31151963677100310528',
9930,Наталья Черных,Natalʹi͡a  Chernykh,19518479,
9931,Людмила Яковлева,Li͡udmila  I͡Akovleva,232065457,
9932,Ирина Максимова,Irina  Maksimova,16102241,Q109414497
9933,Валерий Галечьян,Valeriĭ  Halechʹi͡an,,
9934,Ильдар Харис,Ilʹdar  Kharis,,
9935,Наталия Лизоркина,Natalii͡a  Lizorkina,,
9936,Игорь Котюх,Igorʹ  Koti͡ukh,280036193,Q4236371
9937,Антонина Семенец,Antonina  Semenet͡s,,
9938,Наталья Меркулова,Natalʹi͡a  Merkulova,'6169174376556080128',Q15270257
9939,Игорь Михалевич-Каплан,Igorʹ  Mikhalevich-Kaplan,48238123,
9940,Кира Фрегер,Kira  Freger,'34164718367202091008',
9941,Михаил Вяткин,Mikhail  Vi͡atkin,91181106,
9943,Григорий Михнов,Hrigoriĭ  Mikhnov,'508144647709949296640',Q124752187
9945,Евгения Овчинникова,Evgenii͡a  Ovchinnikova,,Q26871037
9946,Виталий Зыков,Vitaliĭ  Zykov,'66144648443284480000',Q4194834
9947,Алина Федерко,Alina  Federko,,
9948,Мария Базилевская,Marii͡a  Bazilevskai͡a,,
9949,Сергей Гейченко,Sergeĭ  Heĭchenko,,
9950,Татьяна Мосеева,Tatʹi͡ana  Moseeva,26825717,
9951,Георгий Векшин,Heorgiĭ  Vekshin,231986921,Q97344166
9952,Юлия Чернухина,I͡Ulii͡a  Chernukhina,,
9953,Анастасия Сидорова,Anastasii͡a  Sidorova,36528393,Q47452773
9955,Дмитрий Шелихов,Dmitriĭ  Shelikhov,,
9956,Наталья Лизоркина,Natalʹi͡a  Lizorkina,,
9957,Олеся Бурыкина,Olesi͡a  Burykina,,
9958,Ксения Денисова,Ksenii͡a  Denisova,,
9960,Елена Черникова,Elena  Chernikova,'349160668190203576320',Q4513625
9962,Феликс Разумовский,Feliks  Razumovskiĭ,27484611,Q4388810
9963,Александр Дьяченко,Aleksandr  Dʹi͡achenko,'1918157884826760511488',Q547489
9964,Александр Голубцов,Aleksandr  Holubt͡sov,118509542,
9965,Ольга Голубцова,Olʹga  Holubt͡sova,70748025,Q109490644
9966,Виктория Мустафина,Viktorii͡a  Mustafina,,Q70253000
9967,Ольга Аничкова,Olʹga  Anichkova,'7160907088612691968',
9968,Михаил Снег,Mikhail  Sneg,,
9970,Борис Орлов,Boris  Orlov,289770750,
9972,Мария Машук,Marii͡a  Mashuk,,
9975,А Яблонский,A  I͡Ablonskiĭ,,
9976,Ю Клавдиев,I͡U  Klavdiev,303669125,Q4222765
9977,Михаил Морозов,Mikhail  Morozov,72653302,Q4302983
9978,Татьяна Платонова,Tatʹi͡ana  Platonova,22064793,
9982,Константин Кедров,Konstantin  Kedrov,71803644,Q4218871
9983,Саша Шаповалов,Sasha  Shapovalov,,
9984,Саша Висмут,Sasha  Vismut,,
9989,Наоми Злотина,Naomi  Zlotina,,
9990,Юрий Долгушин,I͡Uriĭ  Dolgushin,84979645,
9991,Татьяна Гурова,Tatʹi͡ana  Hurova,316795331,
9993,Ян Бруштейн,I͡An  Brushteĭn,,
9995,Павел Ямайский,Pavel  I͡Amaĭskiĭ,,
9996,Анна Комиссарова,Anna  Komissarova,,
9997,Алина Павленко,Alina  Pavlenko,,
9998,Виктория Кныш,Viktorii͡a  Knysh,,
9999,Сесиль Брош,Sesilʹ  Brosh,,
10000,Эрик Фабиан,Ėrik  Fabian,232183891,
10002,Зоран Питич,Zoran  Pitich,296529298,
10003,Равшан Саледдин,Ravshan  Saleddin,303819165,
10005,Наталья Ашимбаева,Natalʹi͡a  Ashimbaeva,305711933,Q16912772
10007,Юрий Медведев,I͡Uriĭ  Medvedev,'667147266648935497728',
10009,Николай Казанский,Nikolaĭ  Kazanskiĭ,66762604,
10010,Ирина Рожановская,Irina  Rozhanovskai͡a,,
10014,Полина Корнильцева,Polina  Kornilʹt͡seva,,
10015,Лёша Хельга,Lёsha  Khelʹga,,
10016,Александр Кондратенко,Aleksandr  Kondratenko,306097340,
10017,Олег Швец,Oleg  Shvet͡s,71310906,
10018,Егор Четырестачетыре,Egor  Chetyrestachetyre,,
10019,Лия Киргетова,Lii͡a  Kirgetova,254937448,
10021,Яна Выгоцкая,I͡Ana  Vygot͡skai͡a,,
10022,Алексей Марковский,Alekseĭ  Markovskiĭ,,Q4282171
10024,Валентин Жолобов,Valentin  Zholobov,,
10025,Александр Беседин,Aleksandr  Besedin,,
10026,Мария Демина,Marii͡a  Demina,,
10027,Сергей Пелевин,Sergeĭ  Pelevin,,
10028,Елена Гудкова,Elena  Hudkova,,
10029,Татьяна Фролкина,Tatʹi͡ana  Frolkina,,
10030,Антон Самухин,Anton  Samukhin,,
10031,Эльдар Касум,Ėlʹdar  Kasum,,
10032,Мария Елагина,Marii͡a  Elagina,,
10033,Рене Герра,Rene  Herra,76735225,Q4137499
10034,Николай Подорольский,Nikolaĭ  Podorolʹskiĭ,,
10035,Кузя Фырра,Kuzi͡a  Fyrra,,
10036,Женя Глюкк,Zheni͡a  Hli͡ukk,'31151110638537060352',
10037,Алексей Самойлов,Alekseĭ  Samoĭlov,,
10038,Маша Суворова,Masha  Suvorova,,
10039,Елена Дорогавцева,Elena  Dorogavt͡seva,'41152380103401766912',
10040,Елена Волкова,Elena  Volkova,166012749,Q3050735
10041,Яна Бруштейн,I͡Ana  Brushteĭn,,
10046,Виктория Радовская,Viktorii͡a  Radovskai͡a,,
10047,Нелля Сливинская,Nelli͡a  Slivinskai͡a,,
10048,Инна Савватеева,Inna  Savvateeva,170290546,
10049,Герда Хенкель,Herda  Khenkelʹ,,
10050,М Зусманович,M  Zusmanovich,'21165706377748930560',
10051,Е Спицына,E  Spit͡syna,'17167078886558300160',
10056,Елена Лиханова,Elena  Likhanova,,
10058,Агнешка Косинска,Agneshka  Kosinska,,
10059,Цезар Карпинский,T͡Sezar  Karpinskiĭ,,
10061,Давид Гоберман,David  Hoberman,79145690,Q4140841
10062,В Фирсов,V  Firsov,311804518,Q488039
10063,А Лихоманов,A  Likhomanov,68165673,
10065,София Азархи,Sofii͡a  Azarkhi,'5057159478099227705344',
10067,Марина Колдобская,Marina  Koldobskai͡a,78699248,Q4227647
10068,Леонид Перловский,Leonid  Perlovskiĭ,,
10069,Евгений Стихия,Evgeniĭ  Stikhii͡a,,
10070,Алексей Ларин,Alekseĭ  Larin,,
10071,Марья Мехова,Marʹi͡a  Mekhova,,
10072,Светлана Цветок,Svetlana  T͡Svetok,,
10073,Екатерина Смолякова,Ekaterina  Smoli͡akova,,
10074,Сергей Смоляков,Sergeĭ  Smoli͡akov,,
10075,Иван Матюхин,Ivan  Mati͡ukhin,,Q18245895
10076,Леонид Зябкин,Leonid  Zi͡abkin,,
10077,Иван Андреев,Ivan  Andreev,162287288,
10078,Константин Зенцов,Konstantin  Zent͡sov,,
10079,Ливан Соболев,Livan  Sobolev,,
10080,Дэн Ад-Дин,Dėn  Ad-Din,,
10081,Даб Дервиш,Dab  Dervish,,
10083,Сергей Татарчук,Sergeĭ  Tatarchuk,,
10084,Татьяна Голубчик,Tatʹi͡ana  Holubchik,,
10085,Андрей Путятин,Andreĭ  Puti͡atin,,
10086,С Канин,S  Kanin,193018983,
10089,Н А Веселова,N A Veselova,299460158,
10090,Арнис Ритупс,Arnis  Ritups,305093371,
10097,Алексей Учитель,Alekseĭ  Uchitelʹ,78497595,Q137244
10103,Татьяна Белоусова,Tatʹi͡ana  Belousova,'99156563590223249408',
10106,Артур Козин,Artur  Kozin,,
10107,Александр Мясников,Aleksandr  Mi͡asnikov,29428733,Q28499950
10111,Светлана Смирнова,Svetlana  Smirnova,176787696,Q4424819
10112,Михаил Новиков,Mikhail  Novikov,'913144647718991036416',
10113,Софья Купряшина,Sofʹi͡a  Kupri͡ashina,305092133,
10114,Олег Зоберн,Oleg  Zobern,36733122,Q4192975
10115,Николай Александров,Nikolaĭ  Aleksandrov,'7482166063398680264704',Q4061133
10117,А Борщаговский,A  Borshchagovskiĭ,5027568,Q4094866
10118,Валентин Курбатов,Valentin  Kurbatov,93187211,Q4247899
10119,Марина Глазова,Marina  Hlazova,236246062,
10120,Елисей Кочевников,Eliseĭ  Kochevnikov,,
10122,Наталья Глинка,Natalʹi͡a  Hlinka,34740757,
10123,Меир Шалев,Meir  Shalev,79067211,Q265855
10124,Александр Лепехин,Aleksandr  Lepekhin,'2979160909247912869888',
10129,Дмитрий Петров,Dmitriĭ  Petrov,171736681,Q4360758
10130,Ричард Майер,Richard  Maĭer,,
10131,Леонид Тихомиров,Leonid  Tikhomirov,317111475,
10132,Владимир Томалинцев,Vladimir  Tomalint͡sev,,
10133,Зоя Норина,Zoi͡a  Norina,'21159760960807878656',
10134,Сергей Абашин,Sergeĭ  Abashin,220169046,Q12075608
10135,Евгений Павлов,Evgeniĭ  Pavlov,311362113,Q2480101
10137,Нина Гастева,Nina  Hasteva,,
10138,Анастасия Калинина,Anastasii͡a  Kalinina,,Q62714302
10139,Александр Филиппенко,Aleksandr  Filippenko,262991497,Q4484032
10140,Михаил Иванов,Mikhail  Ivanov,'12169434933814269952',
10141,Ксения Мутяева,Ksenii͡a  Muti͡aeva,,
10142,Валерий Монахов,Valeriĭ  Monakhov,,
10146,Борис Лапардин,Boris  Lapardin,66090274,
10147,Анастасия Берг,Anastasii͡a  Berg,,Q18019628
10148,Наталия Никитайская,Natalii͡a  Nikitaĭskai͡a,,
10150,Игорь Кравчук,Igorʹ  Kravchuk,,Q664151
10151,Евгений Суслов,Evgeniĭ  Suslov,,Q50572677
10152,Иван Шведов,Ivan  Shvedov,63958773,
10153,Сара Джио,Sara  Dzhio,145662371,Q17617535
10154,Александр Зайцев,Aleksandr  Zaĭt͡sev,48215177,Q956655
10157,Света Иванова,Sveta  Ivanova,315999920,
10161,Вадим Доветров,Vadim  Dovetrov,,
10166,Александр Голев,Aleksandr  Holev,'1816149068610565832704',Q28355900
10167,А Каюмов,A  Kai͡umov,172923910,Q4218357
10170,Динора Азимова,Dinora  Azimova,38558575,
10171,Евгения Пастернак,Evgenii͡a  Pasternak,'89144648418580955136',
